DataSource,Area/Building,Location (Room/Level),Mechanical Activity (System),Original Duration (Days),Current Progress %,Key Predecessor Activity,Predecessor Finish Date,Calculated Mech. Start Date,Calculated Mech. Finish Date,Remarks / Justification,HVAC Manpower,Firefighting Manpower,Fire Alarm Manpower,Security Subcontractor,Total Manpower
2025/08/06,Mechanical Plan,PE-301 CUSTOMER BUILDING #2 Cylinder Room,FIRE FIGHTING,0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 CUSTOMER BUILDING #2 Cylinder Room,Fire Alarm (Conduiting & Cabling),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Customer Building #2 External Ducts,HVAC (AHU/FCU Installation),12,0٫95,-,,2025/05/20,2025/06/04,Based on 10 actual days from P.263 with adjustment for realism. (Output 1),18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Customer Building #2 Inside Building hvac works,HVAC (Ducting & Insulation),13,0٫8,15,2025/06/04,2025/06/05,2025/06/22,(Output 2),18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Auxillary Room,Fire Fighting (System Installation),15,0٫85,-,,2025/06/01,2025/06/19,"Critical room; based on similar rooms in P.263. Excludes bathrooms, offices, and meeting rooms.",18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Auxillary Room,Fire Fighting ( piping Test ),10,,17,2025/06/19,2025/06/22,2025/07/03,Depends on completion of fire fighting; adjusted for room complexity.,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Auxillary Room,Fire Alarm (Conduiting & Cabling),0,0٫5,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Auxillary Room,Fire Alarm (Device Installation),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Auxillary Room,HVAC (System & Ductwork Installation),0,0٫95,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building SWGR ROOM,Fire Fighting (System Installation),0,0٫85,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building SWGR ROOM,Fire Fighting ( piping Test ),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building SWGR ROOM,Fire Alarm (Conduiting & Cabling),0,0٫4,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building SWGR ROOM,Fire Alarm (Device Installation),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building SWGR ROOM,HVAC (System & Ductwork Installation),0,0٫95,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Control Room,Firefighting,0,0٫75,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Control Room,FF ( piping test ),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Control Room,Fire Alarm (Conduiting & Cabling),0,0٫5,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Control Room,Fire Alarm (Device Installation),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Control Room,HVAC (System & Ductwork Installation),0,0٫95,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Cylinder Room,Cylinder Installation & Piping,0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Cylinder Room,Fire Alarm (Conduiting & Cabling),0,0٫1,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Cylinder Room,Fire Alarm (Device Installation),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Battery Room,Fire Fighting ( piping Network installation ),0,0٫9,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Battery Room,Fire Fighting ( piping test ),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Battery Room,Fire Alarm (Conduiting & Cabling),0,0٫25,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Battery Room,Fire Alarm (Device Installation),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Battery Room,HVAC (System & Ductwork Installation),0,0٫5,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building communication Room,Fire Fighting ( piping Network installation ),0,0٫8,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building communication Room,Fire Fighting ( piping test ),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building communication Room,Fire Alarm (Conduiting & Cabling),0,0٫3,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building communication Room,HVAC (System & Ductwork Installation),0,0٫92,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building communication Room,Fire Alarm (Device Installation),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Basement,Fire Alarm (Conduiting & Cabling),0,0٫25,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Basement,Fire Alarm (Device Installation),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building staircases,Fire Alarm (Conduiting & Cabling),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building staircases,Fire Alarm (Device Installation),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Corridor,HVAC (System & Ductwork Installation),0,0٫98,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Corridor,Fire Fighting ( piping Network installation ),0,90 %,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Corridor,Fire Alarm (Conduiting & Cabling),0,0٫25,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Corridor,Fire Alarm (Device Installation),0,,,,,,,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building GIS ELV Room,HVAC (System & Ductwork Installation),12,0٫85,-,,2025/06/01,2025/06/16,Can start in parallel with fire fighting if civil works are complete.,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Relay Room,Fire Fighting (System Installation),14,%,-,,2025/06/01,2025/06/18,"Similar to GIS ELV Room with adjustment for room details. Excludes bathrooms, offices, and meeting rooms.",18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Relay Room,Fire Alarm (Conduiting & Cabling),12,0,21,2025/06/18,2025/06/19,2025/07/04,"Based on P.263, considering panel installation.",18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Relay Room,Fire Alarm (Device Installation),8,0,22,2025/07/04,2025/07/06,2025/07/15,Assumes device availability.,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Control Building Relay Room,HVAC (System & Ductwork Installation),10,0٫05,-,,2025/06/01,2025/06/12,"Based on P.263, assuming civil works completion.",18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Tunnel Tunnel -1,Fire Alarm (Conduiting & Cabling),22,0,-,,2025/06/10,2025/07/10,"Longer duration due to access challenges in tunnels from P.263. (Output 1 was 22, Output 2 for Main Tunnel was 20)",18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Tunnel Tunnel -1,Fire Alarm (Device Installation),14,0,25,2025/07/10,2025/07/13,2025/07/30,Assumes completion of civil works.,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Tunnel Tunnel -2,Fire Alarm (Conduiting & Cabling),22,0,-,,2025/06/10,2025/07/10,Similar to Tunnel-1; can be in parallel if resources permit.,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Tunnel Tunnel -2,Fire Alarm (Device Installation),14,0,27,2025/07/10,2025/07/13,2025/07/30,Assumes device availability.,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Tunnel Tunnel -3,Fire Alarm (Conduiting & Cabling),22,0,-,,2025/06/10,2025/07/10,Similar to other tunnels; based on P.263.,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Tunnel Tunnel -3,Fire Alarm (Device Installation),14,0,29,2025/07/10,2025/07/13,2025/07/30,Assumes device availability.,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Security Building Ground / Main Hall,Fire Fighting (System Installation),10,0,-,,,,New building; based on similar small buildings in P.263. **Start date for Security Building needs to be provided.**,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Security Building Ground / Main Hall,Fire Alarm (Conduiting & Cabling),8,0,31,,,,Based on small buildings in P.263.,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Security Building Ground / Main Hall,Fire Alarm (Device Installation),5,0,32,,,,Assumes device availability.,18,9,10,11,48
2025/08/06,Mechanical Plan,PE-301 Security Building Ground / Main Hall,HVAC (System & Ductwork Installation),10,0,-,,,,Based on similar HVAC activities in Customer Building #2. Consolidated estimate for a small unit. **Start date for Security Building needs to be provided.**,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 380 KV GIS Building Ground Floor,Firefighting,15,0٫6,GIS Hall cable Trays,2025/06/08,2025/06/09,2025/06/24,on going 4th system LCC FM-200 piping network,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 380 KV GIS Building Ground floor,Fire Alarm ( conduiting+cabling ),15,0٫8,GIS Hall cable Trays,2025/06/08,2025/06/09,2025/06/17,on going. conduit for ceiling devices almost completed.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Ground Floor,Security System ( RGS Conduit Installation ),0,90 %,Security System ( RGS Conduit Installation ),,2025/07/13,2025/07/06,"Ongoing. After completion, cable pulling activities will be started ",18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Ground Floor,Security System ( Cable pulling ),0,0 %,,,2025/08/09,,Materials are available ,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Ground Floor,Security System ( Camera Installation),0,0 %,,,,,Materials are available ,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Ground Floor,Security System ( Card Readers installation),0,0٫22,,,,,8 Waterproof boxes installed- Materials are not available,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Ground Floor,Security System ( Access Control Instsllstion),0,0 %,,,,,Materials are not available,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Ground Floor,Security System ( Emergency Break Glass),0,0٫22,,,,,7 Waterproof boxes installed- Materials are available ,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Ground Floor,Security System ( Doors megnatic locks),0,0٫22,,,,,10 Waterproof boxes installed- Materials are available ,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Ground Floor,Security System ( Exit Push Buttons),0,0٫22,,,,,7 Waterproof boxes installed- Materials are available ,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Ground Floor,Security System ( communication room installation),0,0 %,,,,,Materials are available ,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Ground Floor,Security System ( Switches installation),0,0 %,,,,,Materials are available ,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Ground Floor,Security System ( Intercom & IP telephone),0,0 %,,,,,Materials are available ,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building Ground Floor,Security System ( RGS Conduit Installation ),0,0٫35,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building External Ducts for Pacu 4A&4B,HVAC System,0,0٫6,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building External Ducts for Pacu 5A&5B,HVAC System,0,0٫1,,,,,Materials are available ,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 380 KV GIS Building Ground floor ( LCC PANEL ),Fire alarm ( device installation ),0,0٫53,,,,,detectors bases inside LCC completed .remaining will be done with cylinder delivery.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 380 KV GIS Building Basement,Fire Alarm ( conduiting+cabling ),15,90 %,Inferred: Civil/Structural Works Complete for Basement,2025/04/30,2025/05/01,2025/05/07,almost conduiting completed .remianing will be short drops .,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 380 KV GIS Building Basement,FA ( Device Installation ),0,0٫1,,,,,detectors bases in progress.,18,9,10,11,48
2025/08/07,Mechanical Plan,"PE-263 380 KV GIS
TUNNEL TUNNEL",Fire Alarm ( conduiting+cabling ),15,80 %,,2026/04/30,2026/05/01,2026/05/15,completed,18,9,10,11,48
2025/08/07,Mechanical Plan,"PE-263 380 KV GIS
TUNNEL TUNNEL",FA ( Device Installation ),0,0٫1,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 380 KV GIS Building Roof,HVAC System,7,0٫98,Inferred: Civil/Structural Works Complete for Roof,2025/04/30,2025/05/01,2025/05/08,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 380 KV GIS Building ceiling,HVAC System,1,0٫98,GIS Hall cable Trays,2025/06/08,2025/06/09,2025/06/10,"Depends on Cable Trays, but progress is very high (97%). Might finish before trays if remaining work is independent. (Needs review)",18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 380 KV GIS Building Basement,HVAC System,3,0,Inferred: Civil/Structural Works Complete for Basement,2025/04/30,2025/05/01,2025/05/04,Civil works nearly ready. Immediate start possible.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building GROUND FLOOR,Firefighting,20,90 %,Inferred: Civil/Structural Works Complete for Ceiling,2025/04/30,2025/05/01,2025/05/21,piping network for LCC FM-200 systems completed. remaining will completed upon delivery of cylinders.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building GROUND FLOOR,cylinder installation,0,0 %,,,,,FM-200 cylinders not delivered.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building GROUND FLOOR( LCC PANELS),Fire Alarm ( conduiting + cabling ),0,0٫8,,,,,conduiting & cabling for LCC completed .,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building GROUND FLOOR( LCC PANELS),Device installation,0,0٫5,,,,,detectors bases inside LCC installed. Remaining will be completed upon delivery of CYlinders.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building ceiling,Fire Alarm ( conduiting + cabling ),20,90 %,Inferred: Civil/Structural Works Complete for Ceiling,2025/04/30,2025/05/01,2025/05/09,conduiting almost completed ,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building ceiling,,0,0٫1,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building Basement,Fire Alarm ( conduiting + cabling ),20,0٫9,Inferred: Civil/Structural Works Complete for Basement,2025/04/30,2025/05/01,2025/05/20,conduiting & cabling almost done. some short will be completed.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building Basement,FA ( Device Installation ),0,0٫22,,,,,detectors bases installed .half,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building Tunnel,Fire Alarm ( conduiting+cabling ),20,80 %,Inferred: Civil/Structural Works Complete for Basement,2025/04/30,2025/05/01,2025/05/20,Duration adjusted based on 90% progress.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building Tunnel,FA ( Device Installation ),0,,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building Roof,HVAC System,5,0٫98,Inferred: Civil/Structural Works Complete for Roof,2025/05/04,2025/05/01,2025/05/10,Civil works for roof assumed ready.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building ceiling (installation),HVAC System,3,1,Inferred: Civil/Structural Works Complete for Ceiling,2025/04/30,2025/05/01,2025/05/04,Duration adjusted based on 80% progress.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building ceiling (TEST),HVAC System,3,0,Inferred: Civil/Structural Works Complete for Ceiling,2025/04/30,2025/08/01,2025/08/10,Duration adjusted based on 80% progress.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 110 kV GIS Building Basement,HVAC System,3,0,Inferred: Civil/Structural Works Complete for Basement,2025/04/30,2025/05/01,2025/05/04,Civil works nearly ready. Immediate start possible.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building SW GR Room,Firefighting,2,1,SWGR Panels Installation,2025/04/23,2025/05/01,2025/05/03,piping network & support installation completed.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building SW GR Room,Fire Alarm ( conduiting + cabling ),3,0٫9,SWGR Panels Installation,2025/04/23,2025/05/01,2025/05/04,conduiting completed.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building SW GR Room,FA ( Device Installation ),0,0٫25,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building SW GR Room (installation),HVAC System,10,1,SWGR Panels Installation,2025/04/23,2025/05/01,2025/05/02,Predecessor completed. Duration adjusted based on 90% progress.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building SW GR Room  (TEST),HVAC System,10,0,SWGR Panels Installation,2025/04/23,2025/08/01,2025/08/10,Predecessor completed. Duration adjusted based on 90% progress.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Control Room,Firefighting,12,0٫9,SAS Panels,2025/07/22,2025/07/23,2025/07/27,piping network & support installation completed.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Control Room,Fire Alarm ( conduiting+cabling ),12,0٫86,SAS Panels,2025/07/22,2025/07/23,2025/07/25,Depends on SAS Panel arrival/installation. Duration adjusted (2 days) for rough-in completion based on 85% progress.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Control Room,FA ( Device Installation ),0,0٫1,,,,,on going,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Control Room,HVAC System,10,0٫98,SAS Panels,2025/07/22,2025/07/23,2025/07/25,Depends on SAS Panel installation (Predecessor Report logic). Duration adjusted based on 87% progress. (Note: Overall Plan mentioned HVAC FAT on 26-May).,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Conference Room,Firefighting,12,100 %,Inferred: Civil/Structural Works Complete for Conf. Room,2025/04/30,2025/05/01,2025/05/03,piping network & support installation completed.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Conference Room,Fire Alarm ( conduiting+cabling ),12,0٫9,Inferred: Civil/Structural Works Complete for Conf. Room,2025/04/30,2025/05/01,2025/05/03,Civil ready. Duration adjusted.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Conference Room,FA ( Device Installation ),0,0٫35,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Conference Room,HVAC System,10,0٫8,Inferred: Civil/Structural Works Complete for Conf. Room,2025/04/30,2025/05/01,2025/05/08,Civil ready. Duration adjusted.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Battery Room,Firefighting,12,1,Batteries installation,2025/05/27,2025/05/28,2025/05/30,piping network & support installation completed.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Battery Room,Fire Alarm ( conduiting+cabling ),12,0٫65,Batteries installation,2025/05/27,2025/05/28,2025/06/06,Depends on Battery installation. Duration adjusted.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Battery Room,FA ( Device Installation ),0,0٫25,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Battery Room,HVAC System,10,0٫9,Batteries installation,2025/05/27,2025/05/28,2025/06/07,"Depends on Battery installation. Full duration used (Progress Sheet shows 0% & ""due to civil"", but Civil is nearly ready & Batteries are the driver per Report).",18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Communication Room,Firefighting,12,0٫92,Telecom Panels,2025/05/03,2025/05/04,2025/05/07,piping network & supports installtion completed.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Communication Room,Fire Alarm ( conduiting+cabling ),12,0٫95,Telecom Panels,2025/05/03,2025/05/04,2025/05/08,conduiting & cabling completed.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Communication Room,FA ( Device Installation ),0,0٫35,,,,,on going,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Communication Room (installation),HVAC System,2,1,Telecom Panels,2025/05/03,2025/05/04,2025/05/06,Depends on Telecom Panel installation. Duration adjusted. (Note: Overall Plan mentioned HVAC FAT on 26-May).,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Communication Room  (TEST),HVAC System,2,0,Telecom Panels,2025/05/03,2025/08/01,2025/08/10,Depends on Telecom Panel installation. Duration adjusted. (Note: Overall Plan mentioned HVAC FAT on 26-May).,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Aux Room,Firefighting,3,0٫9,AC & DC panels,2025/05/05,2025/05/06,2025/05/09,piping network & supports installtion completed.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Aux Room,Fire Alarm ( conduiting+cabling ),12,0٫9,AC & DC panels,2025/05/05,2025/05/06,2025/05/09,conduiting & cabling completed.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Aux Room,FA ( Device Installation ),0,0٫3,,,,,on going,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Aux Room (installation),HVAC System,10,1,AC & DC panels,2025/05/05,2025/05/06,2025/05/07,Depends on AC/DC Panel installation. Duration adjusted. (Note: Overall Plan mentioned HVAC FAT on 26-May).,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Aux Room  (TEST),HVAC System,10,0,AC & DC panels,2025/05/05,2025/08/01,2025/08/10,Depends on AC/DC Panel installation. Duration adjusted. (Note: Overall Plan mentioned HVAC FAT on 26-May).,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Office,Fire Alarm ( conduiting+cabling ),12,0٫9,Inferred: Civil/Structural Works Complete for Office,2025/04/30,2025/05/01,2025/05/13,Civil ready.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Office,FA ( Device Installation ),0,0٫05,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Office,HVAC System,10,0٫8,Inferred: Civil/Structural Works Complete for Office,2025/04/30,2025/05/01,2025/05/08,Civil ready. Duration adjusted.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Relay Test,Fire Alarm ( conduiting+cabling ),12,0٫8,Inferred: Civil/Structural Works Complete for Relay Test Room,2025/04/30,2025/05/01,2025/05/13,Civil ready.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Relay Test,FA ( Device Installation ),0,0٫05,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Relay Test,HVAC System,10,0٫8,Inferred: Civil/Structural Works Complete for Relay Test Room,2025/04/30,2025/05/01,2025/05/08,Civil ready. Duration adjusted.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Toilet,Fire Alarm ( conduiting+cabling ),12,0٫75,Inferred: Civil/Structural Works Complete for Toilet,2025/04/30,2025/05/01,2025/05/13,Civil ready (per Predecessor Report).,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Toilet,FA ( Device Installation ),0,,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Toilet,HVAC System,10,0٫95,Inferred: Civil/Structural Works Complete for Toilet,2025/04/30,2025/05/01,2025/05/06,Civil ready. Duration adjusted.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Store Room,Fire Alarm ( conduiting+cabling ),3,0٫7,Paint In progress,,,,conduiting almost done. duration adjusted.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Store Room,FA ( Device Installation ),0,0٫15,,,,,pending,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Fire Protection Room,Firefighting,12,0,Inferred: Civil/Structural Works Complete for Fire Prot. Room,2025/05/01,2025/05/02,2025/05/14,Depends on Civil room readiness (used FM200 Room date as proxy). Might also depend on later FM200 equipment installation.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Fire Protection Room,Fire Alarm ( conduiting+cabling ),12,0٫82,Inferred: Civil/Structural Works Complete for Fire Prot. Room,2025/05/01,2025/05/02,2025/05/06,conduiting almost done. duration adjusted as per progress.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Fire Protection Room,FA ( Device Installation ),0,0٫15,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Fire Protection Room (installation),HVAC System,10,1,Inferred: Civil/Structural Works Complete for Fire Prot. Room,2025/05/01,2025/05/02,2025/05/03,Civil ready. Duration adjusted.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Fire Protection Room  (TEST),HVAC System,10,0,Inferred: Civil/Structural Works Complete for Fire Prot. Room,2025/05/01,2025/08/01,2025/08/10,Civil ready. Duration adjusted.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Staircase,Fire Alarm ( conduiting+cabling ),6,0٫65,Inferred: Civil/Structural Works Complete for Staircase,2025/04/30,2025/05/01,2025/05/06,Civil ready (per Predecessor Report). Duration adjusted.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Staircase,FA ( Device Installation ),0,,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Basement,Fire Alarm ( conduiting+cabling ),12,0٫85,Inferred: Civil/Structural Works Complete for Basement,2025/04/30,2025/05/01,2025/05/03,conduiting & cabling almost done. drops remaining.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Basement,FA ( Device Installation ),0,0٫05,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Basement,HVAC System,10,0,Inferred: Civil/Structural Works Complete for Basement,2025/04/30,2025/05/01,2025/05/11,Civil ready.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Corridor,Fire Alarm ( conduiting+cabling ),12,0٫88,Inferred: Civil/Structural Works Complete for Corridor,2025/05/07,2025/05/08,2025/05/13,conduiting completed .upon cylinder delivery all rooms cables will be connected to FM-200 room.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Corridor,FA ( Device Installation ),0,0٫2,,,,,,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Control Building Corridor,HVAC System,10,0٫9,Inferred: Civil/Structural Works Complete for Corridor,2025/05/07,2025/05/08,2025/05/11,Depends on Civil works completion in the corridor. Duration adjusted.,18,9,10,11,48
2025/08/07,Mechanical Plan,"PE-263 FM200 Room FM200 Room ( CYLINDER
INSTALLATION )",FM200 Activity (System Install),20,0,Installation FOR FM200 Cylinders (Material Delivery/Install),2025/08/19,2025/08/20,2025/09/09,"Critically dependent on FM200 Cylinder delivery and installation (late date per Overall Plan). Predecessor is the installation itself, starts right after.",18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Customer Building 1 Ground,Firefighting,10,0٫9,Inferred: Civil/Structural Works Complete ,2025/04/29,2025/04/30,2025/05/13,remaining piping will be done after ceiling.,18,9,10,11,48
2025/08/07,Mechanical Plan,PE-263 Customer Building 1 Ground,Fire Alarm ( conduiting+cabling ),10,0٫86,Inferred: Civil/Structural Works Complete ,2025/04/25,2025/04/26,2025/05/15,remaining piping will be done after ceiling.,18,9,10,11,48
